nombre	provincia	comunidad	y	x	huso	municipio
RIO ORBIGO CIMANES DEL TEJAR 02	León	Castilla y León	4722430	269928	30	Cimanes del Tejar
RIO ORBIGO LLAMAS DE LA RIBERA	León	Castilla y León	4724610.29	268967	30	Llamas de la Ribera
RIO ORBIGO LLAMAS DE LA RIBERA 02	León	Castilla y León	4721233	269397	30	Llamas de la Ribera
PLAYA DE LA MUGA	Girona	Cataluña	4676310	510550	31	Castelló d
PLAYA DE LA PUNTA DE LA TORDERA-DE LA CONCA	Barcelona	Cataluña	4610764	481195	31	Malgrat de Mar
PLAYA DE PONENT	Barcelona	Cataluña	4597790	453410	31	Mataró
LAGO CARUCEDO CARUCEDO	León	Castilla y León	4706788.25	682940.92	29	Carucedo
PLAYA CERRILLOS (PARAJE NATURAL)	Almería	Andalucia	4062176.3	531770.62	30	Roquetas de Mar
PLAYA DE LA URBANIZACION PLAYA SERENA	Almería	Andalucia	4064560.59	533745.09	30	Roquetas de Mar
PLAYA DE LOS BAJOS	Almería	Andalucia	4071394	536591	30	Roquetas de Mar
PLAYA DE LAS SALINAS	Almería	Andalucia	4070014	535709	30	Roquetas de Mar
RIO MIJARES MONTANEJOS	Castellón/Castelló	Comunidad Valenciana	4439140	710470	30	Montanejos
BAÑOS RIO ALGAR CALLOSA D	Alicante/Alacant	Comunidad Valenciana	4283288	752888	30	Callosa d
PLAYA ZONA DE BANYS FÒRUM	Barcelona	Cataluña	4584775	435490	31	Barcelona
PLAYA CONFITAL (EL)	Palmas (Las)	Canarias	3115024	457167	28	Palmas de Gran Canaria (Las)
PLAYA POZOS (LOS)	Palmas (Las)	Canarias	3152448.66	611332.72	28	Puerto del Rosario
PLAYA PIEDRAS CAIDAS	Palmas (Las)	Canarias	3104207.37	567533.86	28	Pájara
PLAYA ESMERALDA	Palmas (Las)	Canarias	3113702.73	575266.71	28	Pájara
PLAYA MUELLITO (EL)	Palmas (Las)	Canarias	3138216.13	610544.22	28	Antigua
PLAYA CALA MARTINA	Balears (Illes)	Islas Baleares	4316999	376580	31	Santa Eulalia del Río
PLAYA CALA NOVA	Balears (Illes)	Islas Baleares	4318788	377262	31	Santa Eulalia del Río
EMBALSE ENTREPEÑAS ALOCÉN 02	Guadalajara	Castilla La Mancha	4494420.4	523781.23	30	Alocén
PLAYA LA ARENA - ZIERBENA	Vizcaya	Pais Vasco	4800006	490886	30	Zierbena
PLAYA REGUEIRO	Coruña (A)	Galicia	4798404	563241	29	Bergondo
PLAYA AREAL DE FONTEXELO	Pontevedra	Galicia	4682366	526985	29	Moaña
PLAYA VILCHES	Málaga	Andalucia	4066691	418620	30	Torrox
PLAYA CALACEITE	Málaga	Andalucia	4066499	417720	30	Torrox
PLAYA CENICERO-LAS LINDES	Málaga	Andalucia	4065701	412470	30	Torrox
PLAYA RIVIERA	Málaga	Andalucia	4039677.99	347241.09	30	Mijas
PLAYA GALEONES	Cádiz	Andalucia	4056828	737380	29	Rota
PLAYA CARBONCILLO	Almería	Andalucia	4066611	497987	30	Adra
PLAYA SIRENA LOCA	Almería	Andalucia	4066774.36	497500.3	30	Adra
PLAYA LA CARACOLA	Almería	Andalucia	4066944.34	496902.71	30	Adra
PLAYA DES RIU	Balears (Illes)	Islas Baleares	4315629	372872	31	Santa Eulalia del Río
PLAYA DE SANTA EULÀRIA 	Balears (Illes)	Islas Baleares	4316136	373161	31	Santa Eulalia del Río
PLAYA DE L	Tarragona	Cataluña	4526725	314086	31	Ametlla de Mar (L
PLAYA LA ARENA - MUSKIZ	Vizcaya	Pais Vasco	4799810	490378	30	Muskiz
PLAYA DE LA MUSCLERA	Barcelona	Cataluña	4602391	461231	31	Arenys de Mar
RIO SIL BARCO DE VALDEORRAS (O)	Ourense	Galicia	4697796	665918	29	Barco de Valdeorras (O)
RIO BOEZA IGÜEÑA	León	Castilla y León	4734388.06	723009.55	29	Igüeña
PLAYA DE LA PICÒRDIA	Barcelona	Cataluña	4603240	462815	31	Arenys de Mar
PLAYA DE LES ROQUES D	Barcelona	Cataluña	4602840	462040	31	Arenys de Mar
PLAYA PONIENTE ALMERIMAR	Almería	Andalucia	4062242.35	517507.39	30	Ejido (El)
PLAYA SAN MIGUEL	Almería	Andalucia	4062453.77	515966.26	30	Ejido (El)
RIO ALCANADRE BIERGE	Huesca	Aragón	4673322.57	740402.22	30	Bierge
EMBALSE LANUZA SALLENT DE GÁLLEGO	Huesca	Aragón	4738103.34	719084.35	30	Sallent de Gállego
EMBALSE BUBAL BIESCAS 02	Huesca	Aragón	4729513.73	719725.89	30	Biescas
RIO ARA BOLTAÑA	Huesca	Aragón	4703466.67	258790.49	31	Boltaña
RIO VELLOS PUÉRTOLAS	Huesca	Aragón	4710511.95	264007.07	31	Puértolas
PLAYA RESTINGA (LA)	Santa Cruz de Tenerife	Canarias	3060957.74	205957.01	28	Pinar de El Hierro (El) 
PLAYA LA GUIRRA	Palmas (Las)	Canarias	3140737.78	611526.78	28	Antigua
PLAYA LOS MOLINILLOS	Palmas (Las)	Canarias	3115743.53	576662.05	28	Pájara
PLAYA PUERTO ESPINDOLA	Santa Cruz de Tenerife	Canarias	3190166.14	230302.26	28	San Andrés y Sauces
PLAYA PUNTA LARGA	Santa Cruz de Tenerife	Canarias	3139172	366590	28	Candelaria
PLAYA LA NEA	Santa Cruz de Tenerife	Canarias	3142672.9	370888.8	28	Rosario (El)
RIO MENDO OZA DOS RÍOS	Coruña (A)	Galicia	4784212	567925	29	Oza dos Ríos
RIO ORILLE BOLA (A)	Ourense	Galicia	4666398	589027	29	Bola (A)
EMBALSE DE CASTRELO CASTRELO DE MIÑO	Ourense	Galicia	4683170	574418	29	Castrelo de Miño
PLAYA  IGREXA-BRAÑA	Pontevedra	Galicia	4712910	513899	29	Vilanova de Arousa
PLAYA ARNELA-FONFORRÓN	Coruña (A)	Galicia	4728799.57	499095.12	29	Porto do Son
RIO MIÑO TUI	Pontevedra	Galicia	4656034.6	536052.9	29	Tui
RIO ALMOFREI COTOBADE	Pontevedra	Galicia	4702509.77	542946.21	29	Cotobade
RIO ALMOFREI COTOBADE 02	Pontevedra	Galicia	4701781.3	541233.6	29	Cotobade
RIO MIÑO COSPEITO	Lugo	Galicia	4782364.5	623869.6	29	Cospeito
RIO NEIRA BARALLA	Lugo	Galicia	4750816	642362	29	Baralla
RIO MIÑO SAVIÑAO (O)	Lugo	Galicia	4713530.2	608285.6	29	Saviñao (O)
RIO AZUMARA CASTRO DE REI	Lugo	Galicia	4785326.3	629942.6	29	Castro de Rei
PLAYA SINAS-POZO DE MAR	Pontevedra	Galicia	4714107.55	514984.32	29	Vilanova de Arousa
PLAYA MOSQUEIRO-POZA DA VILA	Pontevedra	Galicia	4714188	514472	29	Vilanova de Arousa
PLAYA TESTAL-TARAMANCOS	Coruña (A)	Galicia	4737912.41	507132.36	29	Noia
PLAYA CATÍA-CASTRO	Coruña (A)	Galicia	4708627.67	499708	29	Ribeira
PLAYA PARAISO	Murcia	Murcia	4167614	700377	30	Cartagena
RIO MIÑO OUTEIRO DE REI	Lugo	Galicia	4772534.2	612298.9	29	Outeiro de Rei
RIO CABE MONFORTE DE LEMOS	Lugo	Galicia	4712278.8	623240.9	29	Monforte de Lemos
ARROYO CIMORRO NAVALACRUZ	Avila	Castilla y León	4479308.63	334641.95	30	Navalacruz
RIO RÍO CABANELAS COTOBADE	Pontevedra	Galicia	4703853.21	538818.95	29	Cotobade
PLAYA DE MALGRAT CENTRE	Barcelona	Cataluña	4610385	479115	31	Malgrat de Mar
PLAYA DE L	Barcelona	Cataluña	4609787	477944	31	Malgrat de Mar
RIVERA DE ACEBO ACEBO 02	Cáceres	Extremadura	4454670	694548	29	Acebo
RIVERA DE GATA MORALEJA	Cáceres	Extremadura	4438139	699305	29	Moraleja
PLAYA HORCAS COLORADAS	Melilla	Melilla	3906689.86	505246.16	30	Melilla
RIO CINCA PUÉRTOLAS	Huesca	Aragón	4712935.59	266471.11	31	Puértolas
BALSA DE LA MOREA BERIÁIN	Navarra	Navarra	4732075	611814	30	Beriáin
GARGANTA DE JARANDA JARANDILLA DE LA VERA	Cáceres	Extremadura	4446435.19	272843.43	30	Jarandilla de la Vera
PLAYA DEL SOMORROSTRO	Barcelona	Cataluña	4581777	432895	31	Barcelona
PLAYA DE LA BARCELONETA	Barcelona	Cataluña	4581490	432700	31	Barcelona
